review,sentiment
"When Melville's ""Pierre; or The Ambiguities"" hit bookstores in 1852, his first publication since ""Moby Dick"" a year earlier, the public response was similar to that found among the IMDB reviews of ""POLA X"". Newspapers even published headlines like: ""Melville Insane!"" which, of course, he wasn't. But, when one compares the writing styles found in ""Moby Dick"" and ""Pierre,"" one finds in the latter a sharp departure from the simple and often declamatory style found in the former. Clearly, he was mimicking the overly florid style of the now-forgotten Victorian Romances that were easily outselling his immortal ""Moby Dick."" He was not content, however, to turn out the sort of product that his publishers wanted, and that surely would have sold. His version of a Victorian romance was a twisted, cynical one, perhaps, but brilliant in its synthesis. The alternate title: ""The ambiguities"" is quite appropriate. As Pierre searches for, and thinks he finds, truth, we become more and more uncertain what and whom to believe. As he searches for happiness, he becomes more and more miserable.<br /><br />""POLA X"" is a fascinating adaptation of this novel, set in modern or nearly modern France. Though, in some ways, it leaves little to the imagination, and shows us graphically the incestuous relations that Melville could only hint at, the ambiguities which make the novel and its message so alluring are perfectly in tact. The questions it raises are ones that few films have thought to ask, yet the answers are left to the viewer.<br /><br />I recommend a reading of the novel, which is much shorter than ""Moby Dick,"" before seeing this movie. I hope more people discover this tantalizing film.",positive
"More than twenty years before Peter Jackson's visionary adaptation of The Lord Of The Rings, there was this 1978 animated effort from director Ralph Bakshi. An ambitious and reasonably faithful version of the story, this has sadly been rather over-shadowed by the Jackson trilogy. Indeed, many reviewers here on the IMDb (mainly those who saw the newer version first) seem to be fiercely unkind to this version.... but if one applies a little common sense, and takes into consideration the time when it was made and the technical possibilities that existed at that time, then they will realise that this is a pretty good film. Indeed, it was shortly after seeing this animated movie back in the early '80s that I sought out Tolkien's book and immediately became a lifelong fan of these richly detailed Middle Earth adventures. So, in some respects, I owe this film a degree of acknowledgement as the film which shaped my literary tastes forever.<br /><br />Sauron, the Dark Lord of Middle Earth, forges an all-powerful ring that gives him incredible power. Following a great battle during which Sauron is defeated, the ring falls into possession of a king named Isildur. but instead of destroying it he foolishly chooses to keep it. For centuries the ring passes from hand to hand, eventually coming into the possession of a hobbit named Frodo Baggins who lives in a peace-loving community known as The Shire. Frodo learns from a wizard named Gandalf that his ring is in fact The One Ring, the very same that was forged by Sauron all those centuries ago, and that its master is once again searching for it in order to restore his dark power over the entire land. Frodo embarks on a perilous journey to protect the ring with three other hobbit companions, but every step of the way they are hunted by Sauron's ring-wraiths, the Black Riders. There follow many adventures, during which a company of nine adventurers is formed to guide the ring to the only place where it can be ""unmade""  Mount Doom, in the land of Mordor. The film concludes with Frodo and his best friend Sam on the borders of Mordor, closing ever nearer to their horrifying destination. Meanwhile Gandalf and the other members of the company fight off a huge army of orcs at the legendary fortress of Helm's Deep.<br /><br />This version covers just over half of the original book. A second instalment was planned to bring the story to an end, but was sadly never completed. While the ending feels abrupt, it does at least end at a sensible point in the story. One has to feel a little frustration and regret that no sequel exists in which we might follow these animated heroes to their eventual goal. The animation is passable, with a nice variety of locales and characters presented in interesting detail. The music by Leonard Rosenman is suitably stirring and fits in appropriately with the epic narrative. The voice-overs are decent, too, especially John Hurt as Aragorn and Peter Woodthorpe as Gollum. On the other hand, Michael Scholes - who provides the voice for Sam - is rather campy and goofy, which is not well suited to the character. The Lord Of The Rings is a commendable attempt to visualise the staggering book on which it is based.",positive
"One of the more lucid statements against the death penalty ever filmed, quite a frontal attack against the most disgusting way of doing justice. The final sequence, with that parallel between the crimes that the convicted Poncelet committed and his own execution are just superb.<br /><br />No, what about the work of Sean Penn and Susan Sarandon? It leaves you breathless, they're two giants and their performances achieve the highest levels of emotion.<br /><br />Tim Robbins put clear that he's not only a good actor, he's a nice director as well.<br /><br />*My rate: 9/10",positive
"This is a silly movie with much singing and dancing. Acting is average, but writing leaves something to be desired. There are rememberable performances by Buddy Epsen, with a short but outstanding performance by Gypsy Rose as the bitter wife of a rich playboy. A totally unbelievable portrayal of college life which ends with a superb ice skating exibition of Alice in Wonderland. Many parts are worth watching, but do not be afraid to fast forward through parts of the movie",negative
"A country-boy Aussie-Rules player (Mat) goes to the city the night before an all-important AFL trial match, where he is to be picked up by his cousin. And then things go wrong.<br /><br />His no-hoper cousin has become mixed up in a drug deal involving local loan-shark / drug-dealer Tiny (who looks like any gangster anywhere but is definitively Australian). Needless to say, Mat becomes enmeshed in the chaos, and it isn't long before thoughts of tomorrow's match are shunted to the back of his mind as the night's frantic events unravel.<br /><br />Accomplished Western Australian professional Shakespearean actor Toby Malone puts in a sterling performance as young naive country-boy Mat, and successfully plays a part well below his age. Best support comes from John Batchelor as Tiny, and an entertaining role by David Ngoombujarra as one of the cops following the events. Roll is fast-paced, often funny, and a very worthwhile use of an hour.",positive
"Okay, I'll admit the casting in the film is REALLY strange--part of this is due to the plot, but I still had a bit of trouble believing Pierce Brosnan playing this lead (though he really did a pretty good job).<br /><br />It's based on a true story of an Englishman who went to live with the Canadian Indians in the early 20th century. He claimed to be a mixed blood Indian. He was, in fact, so successful and well thought of that people came from all over to hear his lectures and be taken on his wilderness treks--even though he was not a mixed blood Indian and all his knowledge was from books or faked! The movie centers on this and what occurred when the hoax was uncovered.<br /><br />The acting and settings were great and I really liked the film (once I suspended disbelief about Brosnan). It didn't get widespread distribution--probably because it was pretty cerebral--not a Bond film nor a romance--just a really odd film about a remarkable man.",positive
"This is probably the worst film I have ever seen. Mike Myers tries to be a dramatic actor and fails miserably. The children, who have the major roles, are almost impossible to understand and are really unpleasant characters. It was not even worth the price of the rental.",negative
River's edge is not a PLEASANT film to watch but it is an incredible one. Having viewed it many years ago I truly think it would still have the ability to shock were it to be re released or remade or something. Perhaps no movie ever made has captured the essense of young suburban inertia like this distrubing frightening movie. Given that this is based on a true story it is even more disturbing. Very well acted and just UNPLEASANT at many times to watch but also a little known masterpiece and a truely important film. Should be a mandatory to watch shown nationwide in all highschools. Fantastic.,positive
"I saw the preview in Femalien and thought it could be a cool film. Turns out, it is an awful garbage. There isn't much nudity in the film, not to mention not having much sex either. There were just some dumb and corny dialogues along with some noninteresting dancing you usually expect to see during audition. In our case, you may even see it in the actual films. Conclusion: I ain't got none for it. Just leave it alone.",negative
"Wow. Not because of the 3-D imagery, which at times was used nicely to provide good deep imagery, but what a lame ending! The end of the movie just seems to implode on itself. This film has got to be one of the goofiest movie monsters ever and one of the most pathetic attempts to try to explain it. The misogyny of this film is painful as well. If you are looking for a bad 50s sci-fi film to laugh at (aka 'bot fodder), go for it. Otherwise, look for better films.",negative
"In a year of pretentious muck like ""Synecdoche, New York"" a film born out of Charlie Kaufman's own self-indulgence, comes a film that is similarly hard to watch but about three times as important. ""Frownland"" is a labor of love by the crew, the actors and the filmmaker, shot over years by friends. It traces a man who cannot communicate through his thoroughly authentic, REAL Brooklyn world. The people that you see are a step beyond even the stylization of the ""mumblecore"" movement. They are real people, painfully trapped in their own self-contained neuroses, unwilling to change, unable. The real world to them is their own set of delusions and because this is a film about people who are so profoundly out of touch, it is very difficult to watch. It is 16mm film-making without proper light, money or any of the other factors that would make a film ""slick"", but its honesty can not be understated, a fact that would cause a room full of people to dismiss it and for Richard Linklater to give it an award as he did at SXSW. This does remind of films like ""Naked"" or the best of the ""mumblecore"". It is a film that is not for everyone, but one that challenges you to watch and grows on you the longer you think about it.",positive
"The 1930s saw a vogue for documentary films about remote corners of the world, with an emphasis on wild animals, exotic terrain and primitive people with unusual cultures. Despite the logistics of transporting a film crew to a distant and dangerous place, and then bringing 'em back alive (with the film footage), such films were often much cheaper to make than were conventional Hollywood features ... because there were no expensive sets, costumes, or high-priced movie stars.<br /><br />The most successful makers of such films (artistically and financially) were the team of Martin E. Johnson and his wife Osa, who made several documentaries (sometimes with blatantly staged events) in Africa and Asia. The Johnsons' safari films were extremely popular, inspiring several parodies ... most notably Wheeler & Woolsey's ""So This is Africa"", in which the very sexy Esther Muir plays a character named Mrs. Johnson-Martini (instead of Martin E. Johnson, geddit?). Although several other filmmakers were producing safari documentaries at this time, the Johnsons' films were the most popular in this genre because they relied heavily on humour. Viewed from our own more enlightened (I hope) standpoint, this is a serious flaw in the Johnsons' documentaries: there are too many scenes in which the funny little brown or yellow people are made to look complete idiots who are easily outsmarted by the clever white bwana Johnson and his wife.<br /><br />One definite asset of these movies is the presence of Osa Johnson. Ten years younger than her husband, she manages to seem young enough to be his daughter. While certainly not as attractive as the shapely blond Esther Muir, Osa Johnson was a pert brunette who gave ingratiating performances in front of the camera in all the films she co-produced with her husband.<br /><br />'Congorilla' is probably the best of the Johnsons' films. The shots of the Congo are interesting and have some historical value as evidence of what this environment looked like in 1930. The shots of the Pygmies and other natives are also interesting, although these suffer from the Johnsons' penchant to stage events in a manner that makes the natives look 'wild' and alien.<br /><br />The best (and funniest) scene in 'Congorilla' is an improvised sequence in which Osa Johnson attempts to teach a jazz dance to some Pygmy women. (The dance is the Black Bottom, no less ... the same dance which Bob Hope famously taught to Daisy and Violet Hilton, the conjoined twins.) Wearing jodhpurs, riding boots, and a pith helmet, Osa Johnson starts scat-singing while she does high steps and slaps her knees in her attempt to teach this dance to the African women. Meanwhile, they just stand there staring at her, apparently wondering what this crazy white woman is trying to accomplish. It's a very funny scene, but it has unpleasant undertones. Osa Johnson is doing a dance that was invented by black Americans: the implication seems to be that black Africans should instinctively be able to perform this dance after a brief demonstration (using natural rhythm, I guess) because it's in their blood, or something.<br /><br />I'll rate 'Congorilla' 4 points out of 10. This film says a little bit about African life in the 1930s and rather more about American cultural perceptions in that same decade.",negative
"This film played in Lexington KY for 7 days. I saw it on the last day of its run & regretted that I could not recommend it to others because this is a film that cries out for the big screen experience. The aerial shot where the crowded ship pulls away from the equally crowded dock is a masterpiece as is the scene where the two lead characters flirt on deck--almost a ballet and sexier in its suggestiveness than so many more explicit films these days. I just cringe to think that more people won't have the opportunity to see this fine film in a theater; the DVD experience will not be the same. Here's an idea: if you live in a college town, see if you can lobby for it to show up in a campus film festival.",positive
"Ho Hum. Just another flick with Steven Seagal pretending to be some spiritual being, but bashing heads and killing like it was nothing. He, of course, justifies it in the end by donating the money to an orphanage., How sweet. Lay the world to waste and we'll ignore it if you take care of a little girl. Jeesh! This time, he is partnered with Ice Cool (Anthony 'Treach' Criss). Gotta have someone to lay all those cringe-inducing lines on, man, and there are plenty. The dialog is pure crap.<br /><br />They go after bad guys Nick Mancuso and Kevin Tighe, two people that were born to play the scumbags.<br /><br />He's squeezing Mari Morrow and impressing soap star Sarah Buxton. How cute.<br /><br />I guess if you gotta have some July Force excitement, this may suffice. If nothing else it will help you get your degree in Seagalology.",negative
"I couldn't relate to this film. I'm surprised that people are lauding it for being so 'realistic'. How many people at your school were victim to incest? How many closet homosexual jocks were there? How many quiet people that you never noticed committed suicide? Hmmm. OK you wouldn't know even if their were. But really these are explosive problems which many us never deal with. And yet there are so many teenagers with subtle problems which could have been explored. But hey, where's the 'entertainment' in that?<br /><br />With regards to the girl who committed suicide - I found this to be exploitative. I actually think MANY people in High School at some stage feel invisible, ignored and unwanted. But what possesses someone to violently commit suicide on just another day of being ignored and unnoticed? The filmmaker decided this girl would suicide to make the film more provocative. And the graphic nature of the suicide to make it even more provocative. I didn't buy it as a real life scenario.<br /><br />And the problems of the other students I didn't fully relate to. Bullying is explored but that's been done to death, we all know it goes on and it truly is a matter of resolve within that person. Closet homosexuality? Pfft, another cliché gets rolled out. Thats the thing really, too many clichés. I guessed the ending at the start. There was a predictable unpredictability if that makes sense. You've got all these characters with explosive problems, and one with apparently none. And I thought, what is the point of this character unless she's the unsuspecting suicide victim? And surely enough..<br /><br />One thing I will say, and it is the saving grace of the film, is that it does NOT glamourise suicide. The suicide is very graphic and heart-breaking to watch. It is a powerful scene (regardless of how contrived it is)and one that dismisses suicide as the easy option. But the film is really not very imaginative and used stereotypes.<br /><br />Not bad but certainly not groundbreaking OR worthy of a 17-minute standing ovation at Cannes???",negative
"If it is true that the movie only cost 150K to make, it explains a lot. But, it doesn't explain why it has no real plot. Midway through the movie I honestly didn't care if they made it out or not. I just wanted to finish the movie and go to bed. The ending was really dumb and made me wish I would have just shut the movie off and gone to bed early. Pretty good acting considering there wasn't much to go with. If you enjoy really bad movies with horrible lighting (even for a cave)and bad camera work (even for a cave)... then you'll really like this movie. By the way, if the boy's plane crashed in 1980 when he was about 10 years old or so, how could he have forgotten how to speak, and built up so much anger?? Wouldn't he have wanted to get help from the first people he had seen even if it was 14 years later?",negative
"Gosha's last great film of the 1960's. A resolute stylist with a great sense of purpose to his films, Gosha teamed up with Shintaro Katsu (of Zatoichi fame) to produce this scathing indictment of mindless nationalist loyalty. <br /><br />""Tenchu"" (heavenly judgment) is the word that the loyalists to the emperor yell while assassinating enemies or ""traitors"" to the cause. Katsu plays up his character' simple minded allegiance to a manipulative politician all in the name of patriotic pride. Anybody who questions the politician is labeled a ""traitor"" and becomes an assassination target.<br /><br />One of the best photographed films ever, many shots are incredible compositions of form, color and light. The fight scenes are frequent and very bloody and brutal. The blood becomes a part of the color palette Gosha uses for his images. Gorgeous and disturbing. While the personal story is simple to follow, the historical background is complicated and while a basic history lesson for this time in Japan would be very helpful you can struggle through the film without it. The few drawbacks to the film are the music track, the length and Katsu's occasional scenery chewing. He has a drunken scene that's way over the top for a film but actually a very accurate depiction of a drunk.<br /><br />Downbeat but one of the great chambara films.",positive
"Usually, I start my reviews with an explanation of how and why I watched the film I'm reviewing. With this, I simply cannot explain. I needed to be awake early for work the next day so the last thing I wanted to do was watch a film that I didn't know anything about. But something kept me glued to my comfy futon as I watched this Heather Graham vehicle. Oh, that's right. Boredom.<br /><br />Graham plays Joline, a bohemian nut-case who seems more obsessed with her marriage vows than the guy she married (played by Luke Wilson). When her hubby decides to set off in search of better things (work, women and scripts, presumably), Joline begins a fanatical quest to find her husband and free him from his ""spiritual wheelchair"". It sounds like I'm making this up but sadly, I'm not. In reality, this is little more than an acting exercise for Graham as she gamely gives this Phoebe-from-Friends role a work-out. Oh and Goran ""ER"" Visnjic is in there as well, for some reason.<br /><br />The TV schedules had this down as a comedy but I failed to find a single laugh anywhere. It struck me that this was a personal journey for Lisa Krueger (the director and writer), in the same mould as ""Girl, Interrupted"" but even that had more laughs than this. Graham's character is simply too self-centred for the audience to care about and I felt sorry for the hen-pecked husband as he bravely fought for his freedom from his clearly mental wife. Very little of this film made sense as characters simply appeared in the story as though they were standing around, waiting for Graham to turn up like the extras in ""The Truman Show"". In fact, the only positive note I can produce from my scribblings was ""Heather Graham - nice baps"". And that wasn't because I was too tired to enjoy the film.<br /><br />In truth, it's very difficult to think of anybody to recommend this film to. Graham purists (a VERY small number of overall movie-goers, I think you'll agree) will have to be committed to watch this dross and possibly hippy students who collect American Indian dream-catchers will take something from this. I was amazed that the average rating (at time of writing) was 5.0 - that would make this film as good as ""Die Another Day"" and ""Gothika"" in my book and that simply ain't right. ""Committed"" is a quirky oddball mess of a movie that neither entertains or enlightens. It's complicated, pointless and simply too boring for my tastes and probably yours too. Don't even think about watching this.",negative
"Thats not saying much. This Killjoy film has better cinematography and is more professional looking than the last. That doesn't mean it's more professional sounding. That horrible last film was about gangsters killing a kid and then being haunted by a voodoo clown. I thought the guy that played Killjoy in the last one was a bad actor, but wow!!! This Killjoy is honestly the downright worst actor I've seen in any movie, and I've seen a lot of movies. Thed last movie the clown came in about 15 minutes in, this one's shorter and the clown doesn't even come in until 40 minutes in, and it's only 65 minutes long!!! I give it a 2 because the acting from some characters is OK.",negative
"The acting- fantastic. The story- amazing. The script- wonderful.<br /><br />Just a few ways to describe this movie. Yes, it's slow and it has mostly talking, but the whole story of all of their lives and how it's told with the flashbacks thrown in and out makes you want to listen to every little thing to learn more about this haunting and tragic story. I, myself, am reading the book that the movie is based off of and it has shown me even more light into this story and answers some questions that were left unanswered in the movie. I'm also to read the Exectioner's Song, which is the 'other' half of the Gilmore story. This movie made me think so much about the phrase ""piering into the other side of the looking glass"". You hear a song in the movie called Gary Gilmore's Eyes, which is by a punk band that wrote a song about what it'd be like to have Gary Gilmore's eyes(which is one of the things Gary gave as a transplant when he died) and as you listen to it, which is after the last time Mikal ever sees Gary, you look at the whole situation a little differently if you were to only here the song itself. This movie opened my eyes in that way and in many others. I recommend this movie(and the book) very very much.",positive
"My abiding love of Italian actress Lucianna Paluzzi, who helped jump-start my puberty with her performance in 1965's ""Thunderball,"" has led me to some fairly unusual places. Case in point, this British curiosity from 1959, ""Carlton-Browne of the F.O.,"" which features Lucianna in one of her earlier roles. She plays a princess in this one, although the picture is actually a showcase for the talents of Terry-Thomas and Peter Sellers, both of whose stars were certainly on the rise at this point. In this cute, often very funny film, we learn of the Madeira-like island nation of Gaillardia, which had been a British colony until 1916 and then universally forgotten. Forty-three years later, however, it becomes the center of worldwide attention and international espionage when valuable cobalt deposits are discovered there, and Her Majesty sends the bumbling Carlton-Browne of the Foreign Office to take charge. Terry-Thomas underplays this part nicely, as does Sellers in his role as Prime Minister Amphibulos of the tiny country. (This was Sellers' second film of 1959 concerning a tiny country matching wits with the world, the other being ""The Mouse That Roared,"" of course.) Ian Bannen almost steals the show here as Gaillardia's suave king, and my girl Lucianna is as appealing as can be in her minor role. The film exhibits much in the way of very dry humor, although there ARE some belly laughs to be had (the reception at the Gaillardian airport, for example, and especially that May Day-style parade of Gaillardian strength). And Sellers' seedy prime minister, with his cracked English and seemingly perpetual sweat stains, is yet another memorable character in this great actor's pantheon. Despite the occasional instance or two of indecipherable, stiff-upper-lip British gibberish, I found this picture to be a winningly modest entertainment, and well presented on this crisp-looking Anchor Bay DVD.",positive
"I really enjoy this movie. The first time it was on Turner Classic Movies. All the actors did very well but Brynner steals the show again like always ( he is so sexy!).This is one of the movie that you do see Brynner's emotions. Actually this movie this is the first I ever seen him laugh because he plays very strong, larger-than-life and serious roles in other movies. In this movie you see both a masculine, tough and sensitive side of Brynner .Brynner seems to be a ""ladies'man"" in this movie.That is amazing how Brynner eats the glass cup and speaks in his Russian tongue it drives me crazy in love. I don't understand when both Brynner and Kerr ( they both have very good chemistry) stars in a movie together and then Brynner always die at the end it kind of reminds you ""The King and I"" in a way.",positive
"I confess to have quite an uneasy feeling about ghosts movies, and while I sometimes enjoy the genre when it comes to horror, but when it comes to comedies, they really need to be crazy to be funny. 'Over Her Dead Body' seems to take afterlife a little bit too seriously, and fails in my opinion from almost any aspect I can think about. The story is completely unbelievable of course, and did not succeed to convince me either in the comic or in the sentimental register. The choice of the principal actresses was awful. While Paul Rudd is at least handsome and looks like a nice guy, the taste in ladies of his character seems to need serious improvement as Eva Longoria seems too aged (sorry) for him, and Lake Bell seems too unattractive (sorry again). A romantic story without good enough reason for romance is due to failure from start. Jason Biggs and Lindsey Sloane were actually better but they had only supporting roles. The rest is uninteresting and uninspired, with flat cinematography and cheap gags borrowed from unsuccessful TV comedies. Nothing really worth watching, nothing to remember.",negative
"There is a lot of crap coming out of Hollywood lately.<br /><br />A friend, sends me movies now and again, as a surprise, it's awesome.<br /><br />I turned it on and couldn't stop watching, it is a drama, but with a odd twist. Imagine if Romeo, as in Shakepeare, had a super power. It is sad and poetic at the same time. Hollywood should take notice of the new Russian cinema, they are telling stories that are not about big explosions and cgi. It takes a simple basic premise and tells a story, without a spectacle. This is a lot like an Asian film with a dark Russian twist. Granted it's not perfect, but nothing ever is. You know what the power is but it is never explained, nor totally realized until the end. It becomes secondary to the emotion of the story. I don't want to see a remake, it is too cool as is, the Hollywood system would, as usual, mess it up. Acting is top notch all around. Directing and Camera work are far above most of the crap that is out there. Kudos to all involved,and I will turn a lot of people on to this independent epic. A+++++<br /><br />If you can find i, watch it.",positive
"I absolutely adore this film about a lady columnist (Barbara Stanwyck) for a major homemaking magazine who delivers a welcoming article each month that includes details about her awesome home life as a wife and mother in a beautiful Connecticut home. The trouble happens when the owner of her monthly publication demands that she have him and a WW2 hero as guests during the Christmas Holidays. Why is she worried? Because she lives in a small New York apartment, isn't married, and doesn't have a baby - and can't cook at all! Hilarity (and romance) ensues when she tries to put on a believable act in an effort to save face/ keep from being fired by the magazine owner (played by Sydney Greenstreet). This is a delightful comedy; one that I highly recommend to classic movie lovers!!!!",positive
"""National Velvet"" tells the story of Velvet Brown, a young English girl with dreams of entering her beloved horse into competition at the prestigious Grand National horse race. The film follows her as she trains her horse with the aid of a former jockey and the support of her parents.<br /><br />While ""National Velvet"" is a family film that fact shouldn't deter anyone who typically views such films with derision. The film is indeed one that will appeal to the entire family, not just attention-addled youngsters. It even managed to land five Oscar nominations, hardly a sign of slacking off for a general audience.<br /><br />Anne Revere, in the part of Velvet's mother, actually won an Oscar for her performance. She was indeed excellent in the role but it is 12-year old Elizabeth Taylor who steals the show. She is a charming presence and exhibits a talent beyond her years. Also on board are Oscar-winner Donald Crisp as Velvet's father, Mickey Rooney as former jockey Mi Taylor and Angela Lansbury (in one of her earliest film roles) as Velvet's older sister.<br /><br />The film's lustrous Technicolor makes for an attractive viewing experience while the editing secured the second of the film's two Oscars. Additionally, the film was nominated for its direction (by Clarence Brown), cinematography & art direction. The score by ten-time Oscar nominee Herbert Stothart is also worth mentioning, though it went unnominated.<br /><br />All in all, ""National Velvet"" is a wonderful family film that deserves a higher rating. I realize that the prospect of watching a film about a girl and her horse isn't exactly going to thrill some people but this one is worth taking a chance on.",positive
"This is a beautiful movie filled with adventure. The Genii in the bottle is a classic scene. Romantic in it's finish, all things turn out as they should be. I saw this first as a child and have remembered it as a fantasy I wished was true.",positive
"You know, people who make comedies so often forget it's really ok to be outrageous. Well, not this time. Unconditional Love has it all. Barry Manilow and a dwarf in a movie with Cathy Bates as the romantic lead...and it works. Not only does it work, it works very very well. In fact, I think it's perfect. I laughed so hard I think I hurt myself yet the main characters were all so human, so honest, and so very real. But isn't that where great comedies come from? Don't characters need real feelings, real emotions, and the ability to feel real pain? Well, they do in this movie. Unconditional Love is a movie you shouldn't miss, especially if you need a seriously good laugh, or you're at all curious about seeing the psychotic dwarf in the red raincoat.",positive
"Yes this movie features a gal named Jessica who says everything is evil and she causes trees to land on people too (well she only causes a tree to fall once, but she does say everything is evil). This movie is about a farm that apparently rents out rooms to people, but offers little else in the way of entertainment. Jessica can find things with a stick and she finds the head of an evil guy. Of course they don't know this until the owner of the farm's helpers open the box containing the head. The head proceeds to hypnotize everyone it can so it can get to Jessica and use her powers to find stuff to help look for his body. This movie has an interesting enough story, but it plays out very bad here. Everyone in this flick will get on your nerves at least once.",negative
"Before the release of George Romero's genre-defining Night of the Living Dead, zombies were relatively well-behaved creatures. They certainly had much better table-manners in the old days. But social etiquette aside what thrills did these early zombies offer to the movie-going public? Judging by this film, none whatsoever.<br /><br />The story is about an expedition to Cambodia, whose purpose is to find and destroy the secret of zombiefication. One of the party discovers the secrets on his own and sets about building his zombie army.<br /><br />This film is basically a love triangle with zombies. But seeing as this is a 30's movie, the said zombies are more like somnambulists than the flesh-eating variety we think of today. They seem to respond to mind-control, rather than insatiable appetites. And, quite frankly, the 'revolt' is somewhat underwhelming too. The whole thing is really very dull. Aside from the lack of horror, there isn't any over-the-top melodramatic theatrics to keep us entertained. It seems unlikely that this could've provided much entertainment even 70 years ago. See it if you have to see everything with 'zombie' in the title but otherwise I would advise skipping this one.",negative
"I found this movie really funny because you have a youthful black comedian (Chris Rock) who dies and is sent back to earth in a mid-50's white mans body. He doesn't realize that his behavior should change and continues to act as he had before. He listens to rap music, sings along, and plays the stereotypical part of an urban black man. The real humor in this movie was watching the trouble that this behavior gets him into with the black community.",positive
"to be honest, i didn't watch all of the original 'howling', but those scenes i saw made it obvious that the first howling was a great movie. so great, that seven horrible sequels had to be made. they started off with ""Howling II: Your Sister Is A Werewolf"". i got this movie on VHS from my uncle sometime ago when he was giving away a bunch of old movies he bought back when Atari was brand new. i just watched it last night, and it wasn't really BAD, it was just weird. i mean, the whole thing with Sybil Danning going three-way with two of her werewolf minions was just out of place and quite disturbing (but kinda hot), Christopher lee about to stab a dead karen as if she's a vampire, etc. actually, this movie was actually like some sort of mish-mash of Dracula and The Lost Boys...except with werewolves, because everything Christopher Lee (whom played Dracula himself) was saying about werewolves pretty much ripped off from every other vampire movie (stake in the heart, garlic, the creature of the night must die AT NIGHT, and the ruler of werewolves lives in TRANSYLVANIA). not much for the acting, but the worst of it came from Annie McEnroe. i swear, at some point in the film i found myself rooting for the werewolves to rip her throat out, because that damn throat always had to say SOMETHING. Anyway, the plot is pretty silly and clichéd, so there's no real point in telling you, you could just read about it on Wikipedia. By the way, the thing that really makes me nauseous about this movie is the fact that it's the ONLY film out of all the seven sequels thats related in any way to the original (not counting Howling IV (1988), which was a remake of the original, or in other words, a sequel based on the same novel). so don't see this movie. there's no real horror, hardly any werewolves, and just horrible special fx. 3/10",negative
"This is an ""anthology"" horror film. It's made up of 4 short stories taken from the fiction of Robert Bloch (who wrote for Weird Tales and was personal friends with H.P. Lovecraft, but is most famous for the original story ""Psycho""). The quality of the stories is very uneven and I didn't think very much about the film was creepy or horrific at all. It would have been better to do it as a comedy like ""Comedy of Terrors."" Only the last of the 4 stories was really done in a humorous way, and it's probably the best of them (the one with Ingrid Pitt). I've seen a few of these Amicus anthology films and the only one that was really worth my time was Freddie Francis' ""Tales from the Crypt."" The anthology style works well for the producers, because it means that they can hire a bunch of ""big name"" actors, employ them for only one week of shooting or so, and then bring in the next big name. So you essentially pay for 6 weeks of movie star salary but get 5 or 6 different names on the marquee. But that's very unfortunate for the audience, because the audience would like to see some scenes with Peter Cushing, Christopher Lee, and Ingrid Pitt actually acting together. Instead they're stuck in these vignettes by themselves. So let's take them one at a time, briefly.<br /><br />The first story has Denholm Elliot, who does a really admirable job of trying to bring some dignity to his silly role as a writer terrorized by his own character. Unfortunately the actor who plays Dominic, the source of the horror, Tom Adams, just looks silly which ruins any possible horror. There's some hilarious stuff if you want to laugh at it though, like the scene where Dominic kills Elliot's psychiatrist. It's the patented scene where the killer creeps up behind the victim but nobody is watching, so the whole audience is supposed to shout out ""LOOK OUT BEHIND YOU!"" The second story is the one with Peter Cushing. God I love that man so much. Too bad so many of his films, like this one, pretty much stink. In the story he's supposed to be pining away for a long-lost love, and he sees her likeness in a wax museum. It's a completely predictable story that goes nowhere.<br /><br />Then you have the bit with Christopher Lee, where he plays the father of a little kid who turns out to be a witch. Again this bit could have been fun if it had been played for laughs. But instead we're supposed to be horrified when Lee slaps the child and surprised when she turns out to be evil. The actress, Chloe Franks, was pretty good in that type of ""Bad Seed"" role though.<br /><br />The last story is kind of amusing... Ingrid Pitt plays an actress and Jon Pertwee plays an actor who accidentally buys a vampire cape that turns him into a real vampire. That's about all the story has to offer. I was surprised at how bad Ingrid Pitt's English is, I guess she must have been dubbed in some of the other films I've seen her in.<br /><br />Not a very memorable film or one that I would recommend to anyone but horror completists.",negative
"We went to the movie with a group because the play we were going to was cancelled. It is without doubt one of the worst movies ever. It is not that i don't like cult-movies I do. But nothing happens in the film. One does not feel any connection with the characters whatsoever. endless times without dialog. And the car. How do thay carry a huge tent and beds chairs and clothing for every day in that car? It is a two seater! I have to say however the scenery is beautiful, but not in a movie, the director should have made a photoshoot of the movie, so that we could skip about 80 minutes of useless time in with nothing happens anyway.<br /><br /> I would not recommend it, as it is a waste of your time",negative
